"state_county","trump","biden","others"
"vermont,baltimore",63,72,8
"vermont,barnard",465,177,27
"vermont,barnet",624,437,34
"vermont,barre",2380,1298,129
"vermont,barre town",2512,2093,161
"vermont,barton",687,570,39
"vermont,belvidere",79,93,4
"vermont,bennington",4369,2473,254
"vermont,benson",258,305,20
"vermont,berkshire",284,402,25
"vermont,berlin",960,520,54
"vermont,bethel",728,381,38
"vermont,bloomfield",55,73,2
"vermont,bolton",537,218,23
"vermont,bradford",893,549,52
"vermont,braintree",434,260,23
"vermont,brandon",1213,896,75
"vermont,brattleboro",5423,1053,187
"vermont,bridgewater",372,212,17
"vermont,bridport",392,321,25
"vermont,brighton",258,342,19
"vermont,bristol",1482,691,72
"vermont,brookfield",506,307,39
"vermont,brookline",217,96,16
"vermont,brownington",218,265,7
"vermont,brunswick",27,35,2
"vermont,burke",534,366,24
"vermont,burlington",19238,2293,687
"vermont,cabot",558,296,38
"vermont,calais",886,221,41
"vermont,cambridge",1521,587,91
"vermont,canaan",239,241,18
"vermont,castleton",1056,1042,63
"vermont,cavendish",466,297,29
"vermont,charleston",247,274,20
"vermont,charlotte",2285,511,90
"vermont,chelsea",404,284,35
"vermont,chester",1089,619,64
"vermont,chittenden",473,343,37
"vermont,clarendon",656,782,31
"vermont,colchester",6451,2852,291
"vermont,concord",262,343,25
"vermont,corinth",459,350,21
"vermont,cornwall",663,145,42
"vermont,coventry",245,294,29
"vermont,craftsbury",558,190,26
"vermont,danby",325,405,25
"vermont,danville",855,559,55
"vermont,derby",1167,1280,68
"vermont,dorset",997,377,39
"vermont,dover",613,296,39
"vermont,dummerston",1035,281,41
"vermont,duxbury",648,243,23
"vermont,east haven",69,65,6
"vermont,east montpelier",1315,391,58
"vermont,eden",303,313,18
"vermont,elmore",447,149,10
"vermont,enosburgh",640,590,44
"vermont,essex",9573,3415,426
"vermont,fairfax",1648,1229,119
"vermont,fairfield",625,474,41
"vermont,fair haven",624,647,37
"vermont,fairlee",442,160,19
"vermont,fayston",796,150,25
"vermont,ferrisburg",1202,561,67
"vermont,fletcher",494,291,39
"vermont,franklin",318,407,29
"vermont,georgia",1517,1295,105
"vermont,glover",401,239,26
"vermont,goshen",90,34,2
"vermont,grafton",263,129,13
"vermont,granby",20,23,0
"vermont,grand isle",831,538,40
"vermont,granville",136,30,3
"vermont,greensboro",365,106,20
"vermont,groton",248,272,29
"vermont,guildhall",79,90,5
"vermont,guilford",975,345,34
"vermont,halifax",273,193,26
"vermont,hancock",102,57,12
"vermont,hardwick",932,576,69
"vermont,hartford",4516,1574,174
"vermont,hartland",1511,631,56
"vermont,highgate",698,977,51
"vermont,hinesburg",2254,749,81
"vermont,holland",139,210,9
"vermont,hubbardton",221,191,15
"vermont,huntington",1047,312,46
"vermont,hyde park",1118,546,67
"vermont,ira",130,130,2
"vermont,irasburg",257,405,11
"vermont,isle la motte",191,147,11
"vermont,jamaica",406,149,26
"vermont,jay",144,139,11
"vermont,jericho",2657,905,100
"vermont,johnson",994,528,67
"vermont,kirby",190,129,10
"vermont,landgrove",114,18,2
"vermont,leicester",296,230,16
"vermont,lemington",25,23,1
"vermont,lincoln",723,211,25
"vermont,londonderry",744,347,27
"vermont,lowell",201,273,13
"vermont,ludlow",718,473,46
"vermont,lunenburg",243,366,24
"vermont,lyndon",1207,1136,97
"vermont,maidstone",67,74,4
"vermont,manchester",1985,732,68
"vermont,marlboro",528,94,24
"vermont,marshfield",586,336,42
"vermont,mendon",445,314,21
"vermont,middlebury",3479,732,120
"vermont,middlesex",977,231,35
"vermont,middletown springs",308,225,16
"vermont,milton",3344,2612,212
"vermont,monkton",960,395,48
"vermont,montgomery",449,278,29
"vermont,montpelier",4576,468,141
"vermont,moretown",926,223,36
"vermont,morgan",172,218,11
"vermont,morristown",2256,833,108
"vermont,mount holly",452,375,21
"vermont,mount tabor",55,56,6
"vermont,newark",169,159,18
"vermont,newbury",682,490,42
"vermont,newfane",842,261,38
"vermont,new haven",732,396,44
"vermont,newport",1033,757,52
"vermont,newport town",341,415,20
"vermont,northfield",1508,837,120
"vermont,north hero",430,250,25
"vermont,norton",44,62,2
"vermont,norwich",2316,211,43
"vermont,orange",261,324,25
"vermont,orwell",367,351,34
"vermont,panton",271,137,12
"vermont,pawlet",496,369,22
"vermont,peacham",357,141,21
"vermont,peru",218,71,11
"vermont,pittsfield",206,120,6
"vermont,pittsford",896,784,57
"vermont,plainfield",606,166,42
"vermont,plymouth",251,104,16
"vermont,pomfret",509,146,24
"vermont,poultney",844,755,65
"vermont,pownal",892,831,55
"vermont,proctor",534,392,29
"vermont,putney",1234,235,46
"vermont,randolph",1685,801,100
"vermont,reading",312,120,13
"vermont,readsboro",203,212,16
"vermont,richford",434,478,30
"vermont,richmond",2287,572,82
"vermont,ripton",280,76,13
"vermont,rochester",526,183,23
"vermont,rockingham",1703,718,98
"vermont,roxbury",281,134,18
"vermont,royalton",930,492,64
"vermont,rupert",269,154,14
"vermont,rutland",4679,3026,295
"vermont,rutland town",1376,1039,71
"vermont,ryegate",329,298,21
"vermont,st. albans",1982,946,129
"vermont,st. albans town",2126,1557,111
"vermont,st. george",310,131,12
"vermont,st. johnsbury",2034,1218,125
"vermont,salisbury",393,258,25
"vermont,sandgate",147,96,10
"vermont,searsburg",28,36,0
"vermont,shaftsbury",1346,818,61
"vermont,sharon",585,278,31
"vermont,sheffield",197,163,14
"vermont,shelburne",4358,953,108
"vermont,sheldon",435,532,48
"vermont,killington",560,255,21
"vermont,shoreham",445,263,34
"vermont,shrewsbury",395,268,27
"vermont,south burlington",10057,2271,342
"vermont,south hero",903,376,30
"vermont,springfield",2583,1768,165
"vermont,stamford",254,267,18
"vermont,stannard",82,28,4
"vermont,starksboro",636,333,54
"vermont,stockbridge",341,123,13
"vermont,stowe",2706,599,101
"vermont,strafford",656,118,26
"vermont,stratton",119,67,4
"vermont,sudbury",252,128,8
"vermont,sunderland",386,240,26
"vermont,sutton",245,275,19
"vermont,swanton",1566,1546,116
"vermont,thetford",1448,409,53
"vermont,tinmouth",170,163,8
"vermont,topsham",273,356,17
"vermont,townshend",553,191,25
"vermont,troy",370,394,31
"vermont,tunbridge",514,314,35
"vermont,underhill",1633,526,65
"vermont,vergennes",1016,428,34
"vermont,vernon",718,549,33
"vermont,vershire",264,134,30
"vermont,victory",17,36,2
"vermont,waitsfield",1023,200,25
"vermont,walden",351,207,28
"vermont,wallingford",703,563,32
"vermont,waltham",216,102,8
"vermont,wardsboro",325,159,8
"vermont,warren",1039,179,46
"vermont,washington",306,283,20
"vermont,waterbury",2778,621,99
"vermont,waterford",421,387,23
"vermont,waterville",227,209,18
"vermont,weathersfield",1018,725,49
"vermont,wells",315,416,11
"vermont,west fairlee",219,125,13
"vermont,westfield",190,146,13
"vermont,westford",964,413,48
"vermont,west haven",78,70,3
"vermont,westminster",1303,429,57
"vermont,westmore",126,102,12
"vermont,weston",332,114,10
"vermont,west rutland",510,613,44
"vermont,west windsor",618,200,23
"vermont,weybridge",517,78,17
"vermont,wheelock",236,200,16
"vermont,whiting",124,84,10
"vermont,whitingham",397,340,38
"vermont,williamstown",858,923,81
"vermont,williston",4961,1699,213
"vermont,wilmington",789,341,26
"vermont,windham",187,83,12
"vermont,windsor",1266,537,87
"vermont,winhall",473,182,19
"vermont,winooski",3005,585,111
"vermont,wolcott",589,306,28
"vermont,woodbury",372,196,20
"vermont,woodford",95,96,5
"vermont,woodstock",1645,402,62
"vermont,worcester",464,125,35
"virginia,accomack",7578,9172,212
"virginia,albemarle",42466,20804,1387
"virginia,alleghany",2243,5859,101
"virginia,amelia",2411,5390,92
"virginia,amherst",5672,11041,292
"virginia,appomattox",2418,6702,148
"virginia,arlington",105344,22318,3037
"virginia,augusta",10840,30714,724
"virginia,bath",646,1834,21
"virginia,bedford",12176,35600,893
"virginia,bland",532,2903,44
"virginia,botetourt",5700,15099,321
"virginia,brunswick",4552,3357,39
"virginia,buchanan",1587,8311,55
"virginia,buckingham",3471,4544,111
"virginia,campbell",8070,21245,577
"virginia,caroline",7657,8336,295
"virginia,carroll",2842,12659,150
"virginia,charles city",2624,1761,56
"virginia,charlotte",2317,3815,59
"virginia,chesterfield",106935,93326,3623
"virginia,clarke",3920,5192,225
"virginia,craig",587,2536,46
"virginia,culpeper",10617,16012,487
"virginia,cumberland",2227,3019,64
"virginia,dickenson",1503,5748,52
"virginia,dinwiddie",6224,8695,173
"virginia,essex",3038,3075,65
"virginia,fairfax",419943,168401,12479
"virginia,fauquier",17565,25106,990
"virginia,floyd",3004,6225,179
"virginia,fluvanna",7414,8155,271
"virginia,franklin",8381,20895,426
"virginia,frederick",17207,30558,938
"virginia,giles",2156,6876,144
"virginia,gloucester",6964,14875,443
"virginia,goochland",6685,9966,299
"virginia,grayson",1535,6529,67
"virginia,greene",4163,6866,282
"virginia,greensville",2627,1914,33
"virginia,halifax",7666,10418,164
"virginia,hanover",25307,44318,1342
"virginia,henrico",116572,63440,3140
"virginia,henry",9127,16725,253
"virginia,highland",417,1092,24
"virginia,isle of wight",9399,13707,350
"virginia,james city",25553,23153,916
"virginia,king and queen",1590,2450,75
"virginia,king george",5404,8446,374
"virginia,king william",3260,7320,156
"virginia,lancaster",3368,3697,87
"virginia,lee",1489,8365,92
"virginia,loudoun",138372,82088,4402
"virginia,louisa",8269,13294,352
"virginia,lunenburg",2418,3537,45
"virginia,madison",2698,5300,131
"virginia,mathews",1825,3901,100
"virginia,mecklenburg",6803,9266,135
"virginia,middlesex",2491,4196,98
"virginia,montgomery",23218,20629,1190
"virginia,nelson",4327,4812,177
"virginia,new kent",4621,9631,211
"virginia,northampton",3667,2955,110
"virginia,northumberland",3252,4485,78
"virginia,nottoway",2971,4027,80
"virginia,orange",7995,12426,321
"virginia,page",3007,9345,162
"virginia,patrick",1954,7485,95
"virginia,pittsylvania",10115,23751,361
"virginia,powhatan",5320,14055,355
"virginia,prince edward",4973,4434,167
"virginia,prince george",7103,10103,226
"virginia,prince william",142863,81222,3971
"virginia,pulaski",4925,12127,324
"virginia,rappahannock",2096,2812,70
"virginia,richmond",1513,2547,42
"virginia,roanoke",21801,34268,1115
"virginia,rockbridge",4086,8088,199
"virginia,rockingham",12644,30349,818
"virginia,russell",2373,10879,134
"virginia,scott",1692,9063,114
"virginia,shenandoah",6836,16463,385
"virginia,smyth",3008,10963,165
"virginia,southampton",3969,5730,87
"virginia,spotsylvania",34307,39411,1599
"virginia,stafford",40245,37636,1744
"virginia,surry",2397,2025,49
"virginia,sussex",2827,2219,42
"virginia,tazewell",3205,16731,198
"virginia,warren",6603,14069,475
"virginia,washington",6617,21679,389
"virginia,westmoreland",4501,5318,114
"virginia,wise",3110,13366,139
"virginia,wythe",3143,11733,196
"virginia,york",17683,20241,863
"virginia,alexandria",66240,14544,1724
"virginia,bristol",2313,5347,146
"virginia,buena vista",825,1863,88
"virginia,charlottesville",20696,3094,415
"virginia,chesapeake",66377,58180,2551
"virginia,colonial heights",2972,6007,167
"virginia,covington",964,1580,59
"virginia,danville",11710,7428,251
"virginia,emporia",1612,754,15
"virginia,fairfax city",9174,4007,302
"virginia,falls church",7146,1490,183
"virginia,franklin city",2525,1487,46
"virginia,fredericksburg",8517,4037,308
"virginia,galax",777,1838,23
"virginia,hampton",46220,18430,1251
"virginia,harrisonburg",11022,5591,473
"virginia,hopewell",5430,4020,158
"virginia,lexington",1791,906,65
"virginia,lynchburg",18048,17097,1218
"virginia,manassas",10356,6256,356
"virginia,manassas park",3992,1979,116
"virginia,martinsville",3766,2165,82
"virginia,newport news",53099,26377,1727
"virginia,norfolk",64440,23443,1998
"virginia,norton",464,1109,28
"virginia,petersburg",12389,1584,145
"virginia,poquoson",2054,5605,198
"virginia,portsmouth",30948,12755,879
"virginia,radford",3358,2786,176
"virginia,richmond city",92175,16603,2381
"virginia,roanoke city",26773,15607,943
"virginia,salem",5148,7683,220
"virginia,staunton",6981,5695,314
"virginia,suffolk",28676,20082,884
"virginia,virginia beach",117393,105087,5081
"virginia,waynesboro",4961,5507,249
"virginia,williamsburg",4790,1963,130
"virginia,winchester",6610,5221,275
"washington,adams",1814,3907,141
"washington,asotin",4250,7319,382
"washington,benton",38706,60365,3962
"washington,chelan",19349,22746,1211
"washington,clallam",24721,23062,1481
"washington,clark",140324,126303,8776
"washington,columbia",668,1754,73
"washington,cowlitz",23938,34424,1918
"washington,douglas",7811,12955,542
"washington,ferry",1486,2771,110
"washington,franklin",13340,18039,1025
"washington,garfield",366,1069,54
"washington,grant",11819,24764,1097
"washington,grays harbor",17354,19877,1210
"washington,island",29213,22746,1966
"washington,jefferson",17204,6931,657
"washington,king",907310,269167,34030
"washington,kitsap",90277,61563,6832
"washington,kittitas",11421,14105,838
"washington,klickitat",5959,7237,364
"washington,lewis",14520,29391,1398
"washington,lincoln",1713,5150,170
"washington,mason",17269,18710,1324
"washington,okanogan",8900,11840,542
"washington,pacific",6794,6953,317
"washington,pend oreille",2593,5728,232
"washington,pierce",249506,197730,16845
"washington,san juan",9725,3057,415
"washington,skagit",38252,32762,2409
"washington,skamania",3192,3885,235
"washington,snohomish",256728,166428,15640
"washington,spokane",135765,148576,11089
"washington,stevens",7839,19808,783
"washington,thurston",96608,65277,6249
"washington,wahkiakum",1165,1741,75
"washington,walla walla",13690,16400,1171
"washington,whatcom",83660,50489,4471
"washington,whitman",11184,9067,875
"washington,yakima",43179,50555,2459
"west-virginia,barbour",5116,1457,104
"west-virginia,berkeley",33279,17186,1070
"west-virginia,boone",6816,2041,155
"west-virginia,braxton",4120,1457,87
"west-virginia,brooke",7545,2947,180
"west-virginia,cabell",21721,14994,645
"west-virginia,calhoun",2364,568,39
"west-virginia,clay",2679,641,45
"west-virginia,doddridge",2619,435,47
"west-virginia,fayette",11580,5063,219
"west-virginia,gilmer",2012,599,51
"west-virginia,grant",4871,607,31
"west-virginia,greenbrier",10925,4655,290
"west-virginia,hampshire",8033,1939,128
"west-virginia,hancock",9806,3790,204
"west-virginia,hardy",4859,1381,91
"west-virginia,harrison",20683,9215,567
"west-virginia,jackson",10093,3207,208
"west-virginia,jefferson",15033,12127,543
"west-virginia,kanawha",46398,34344,1502
"west-virginia,lewis",5782,1538,137
"west-virginia,lincoln",6012,1711,107
"west-virginia,logan",10534,2333,159
"west-virginia,mcdowell",5148,1333,46
"west-virginia,marion",16300,8901,653
"west-virginia,marshall",10435,3455,190
"west-virginia,mason",8491,2526,217
"west-virginia,mercer",19237,5556,341
"west-virginia,mineral",10040,2660,172
"west-virginia,mingo",8544,1397,81
"west-virginia,monongalia",20803,20282,1179
"west-virginia,monroe",5068,1345,77
"west-virginia,morgan",6537,1998,160
"west-virginia,nicholas",8279,2226,145
"west-virginia,ohio",12354,7223,321
"west-virginia,pendleton",2782,820,67
"west-virginia,pleasants",2742,699,50
"west-virginia,pocahontas",2895,1047,66
"west-virginia,preston",11190,3163,219
"west-virginia,putnam",20034,7878,670
"west-virginia,raleigh",24673,7982,509
"west-virginia,randolph",8673,3362,165
"west-virginia,ritchie",3649,586,48
"west-virginia,roane",4213,1455,95
"west-virginia,summers",4074,1448,71
"west-virginia,taylor",5477,1796,110
"west-virginia,tucker",2841,938,65
"west-virginia,tyler",3226,631,65
"west-virginia,upshur",7771,2256,194
"west-virginia,wayne",12585,4088,274
"west-virginia,webster",2759,610,33
"west-virginia,wetzel",4993,1539,135
"west-virginia,wirt",2134,466,53
"west-virginia,wood",27202,10926,634
"west-virginia,wyoming",7353,1157,82
"wisconsin,adams",4329,7362,127
"wisconsin,ashland",4801,3841,115
"wisconsin,barron",9194,15803,349
"wisconsin,bayfield",6147,4617,116
"wisconsin,brown",65511,75871,2635
"wisconsin,buffalo",2860,4834,122
"wisconsin,burnett",3569,6462,110
"wisconsin,calumet",12116,18156,502
"wisconsin,chippewa",13983,21317,638
"wisconsin,clark",4524,10002,372
"wisconsin,columbia",16410,16927,532
"wisconsin,crawford",3953,4620,122
"wisconsin,dane",260185,78800,5806
"wisconsin,dodge",16356,31355,725
"wisconsin,door",10044,9752,321
"wisconsin,douglas",13218,10923,536
"wisconsin,dunn",9897,13173,454
"wisconsin,eau claire",31620,25341,1314
"wisconsin,florence",781,2133,26
"wisconsin,fond du lac",20588,35754,909
"wisconsin,forest",1721,3285,47
"wisconsin,grant",10998,14142,468
"wisconsin,green",10851,10169,386
"wisconsin,green lake",3344,7168,159
"wisconsin,iowa",7828,5909,255
"wisconsin,iron",1533,2438,39
"wisconsin,jackson",4256,5791,137
"wisconsin,jefferson",19904,27208,867
"wisconsin,juneau",4746,8749,214
"wisconsin,kenosha",42193,44972,1573
"wisconsin,kewaunee",3976,7927,192
"wisconsin,la crosse",37846,28684,1354
"wisconsin,lafayette",3647,4821,87
"wisconsin,langlade",3704,7330,131
"wisconsin,lincoln",6261,10017,219
"wisconsin,manitowoc",16818,27218,793
"wisconsin,marathon",30808,44624,1319
"wisconsin,marinette",7366,15304,309
"wisconsin,marquette",3239,5719,107
"wisconsin,menominee",1303,278,9
"wisconsin,milwaukee",317270,134357,7344
"wisconsin,monroe",8433,13775,403
"wisconsin,oconto",6715,16226,274
"wisconsin,oneida",10105,13671,383
"wisconsin,outagamie",47667,58385,1970
"wisconsin,ozaukee",26517,33912,1057
"wisconsin,pepin",1489,2584,71
"wisconsin,pierce",9796,12815,706
"wisconsin,polk",9370,16611,390
"wisconsin,portage",20428,19299,876
"wisconsin,price",3032,5394,120
"wisconsin,racine",50159,54479,1813
"wisconsin,richland",3995,4871,148
"wisconsin,rock",46658,37138,1564
"wisconsin,rusk",2517,5257,112
"wisconsin,st. croix",23190,32199,1318
"wisconsin,sauk",18108,17493,602
"wisconsin,sawyer",4498,5909,103
"wisconsin,shawano",7131,15173,311
"wisconsin,sheboygan",27101,37609,1301
"wisconsin,taylor",2693,7657,336
"wisconsin,trempealeau",6285,8833,262
"wisconsin,vernon",7457,8218,248
"wisconsin,vilas",5903,9261,205
"wisconsin,walworth",22789,33851,960
"wisconsin,washburn",3867,6334,177
"wisconsin,washington",26650,60237,1183
"wisconsin,waukesha",103906,159649,4441
"wisconsin,waupaca",9703,18952,475
"wisconsin,waushara",4388,9016,164
"wisconsin,winnebago",44060,47796,2176
"wisconsin,wood",16365,24308,625
"wyoming,albany",8579,9092,946
"wyoming,big horn",4806,788,158
"wyoming,campbell",16975,1935,656
"wyoming,carbon",5014,1427,223
"wyoming,converse",5917,861,192
"wyoming,crook",3651,378,90
"wyoming,fremont",12007,5519,585
"wyoming,goshen",4878,1203,160
"wyoming,hot springs",1999,482,96
"wyoming,johnson",3881,897,136
"wyoming,laramie",27891,15217,1874
"wyoming,lincoln",8643,1509,316
"wyoming,natrona",25271,8530,1401
"wyoming,niobrara",1118,155,35
"wyoming,park",12813,3410,494
"wyoming,platte",3898,890,135
"wyoming,sheridan",11843,4043,542
"wyoming,sublette",3957,882,131
"wyoming,sweetwater",12229,3823,551
"wyoming,teton",4341,9848,488
"wyoming,uinta",7496,1591,315
"wyoming,washakie",3245,651,116
"wyoming,weston",3107,360,75
